time,ax,ay,az
0.004,0.98,-0.01,-0.33
0.004,0.98,-0.01,-0.33
0.004,0.98,-0.01,-0.33
0.005,0.98,-0.01,-0.33
0.005,0.98,-0.01,-0.33
0.005,0.98,-0.01,-0.33
0.006,0.94,0,-0.41
0.006,0.94,0,-0.41
0.006,0.94,0,-0.41
0.025,0.94,0,-0.41
0.025,0.94,0,-0.41
0.025,0.94,0,-0.41
0.026,0.84,0.03,-0.37
0.026,0.84,0.03,-0.37
0.027,0.84,0.03,-0.37
0.027,0.84,0.03,-0.37
0.027,0.84,0.03,-0.37
0.03,0.84,0.03,-0.37
0.031,0.72,0.09,-0.31
0.031,0.72,0.09,-0.31
0.032,0.72,0.09,-0.31
0.033,0.72,0.09,-0.31
0.033,0.72,0.09,-0.31
0.034,0.72,0.09,-0.31
0.039,0.69,0.13,-0.16
0.04,0.69,0.13,-0.16
0.041,0.69,0.13,-0.16
0.042,0.69,0.13,-0.16
0.043,0.69,0.13,-0.16
0.044,0.69,0.13,-0.16
0.045,0.72,0.13,-0.06
0.045,0.72,0.13,-0.06
0.046,0.72,0.13,-0.06
0.053,0.72,0.13,-0.06
0.054,0.72,0.13,-0.06
0.054,0.72,0.13,-0.06
0.055,0.74,0.12,0.07
0.055,0.74,0.12,0.07
0.057,0.74,0.12,0.07
0.058,0.74,0.12,0.07
0.062,0.74,0.12,0.07
0.087,0.74,0.12,0.07
0.088,0.81,0.11,0.21
0.088,0.81,0.11,0.21
0.089,0.81,0.11,0.21
0.089,0.81,0.11,0.21
0.089,0.81,0.11,0.21
0.09,0.81,0.11,0.21
0.09,0.91,0.17,0.56
0.09,0.91,0.17,0.56
0.091,0.91,0.17,0.56
0.091,0.91,0.17,0.56
0.092,0.91,0.17,0.56
0.092,0.91,0.17,0.56
0.092,0.69,0.16,0.66
0.093,0.69,0.16,0.66
0.093,0.69,0.16,0.66
0.093,0.69,0.16,0.66
0.094,0.69,0.16,0.66
0.094,0.69,0.16,0.66
0.094,0.44,0.31,0.65
0.095,0.44,0.31,0.65
0.103,0.44,0.31,0.65
0.104,0.44,0.31,0.65
0.104,0.44,0.31,0.65
0.104,0.44,0.31,0.65
0.104,0.24,0.44,0.7
0.104,0.24,0.44,0.7
0.142,0.24,0.44,0.7
0.142,0.24,0.44,0.7
0.142,0.24,0.44,0.7
0.142,0.24,0.44,0.7
0.143,0.39,0.39,0.63
0.143,0.39,0.39,0.63
0.143,0.39,0.39,0.63
0.143,0.39,0.39,0.63
0.143,0.39,0.39,0.63
0.144,0.39,0.39,0.63
0.144,0.67,0.41,0.46
0.144,0.67,0.41,0.46
0.144,0.67,0.41,0.46
0.144,0.67,0.41,0.46
0.144,0.67,0.41,0.46
0.145,0.67,0.41,0.46
0.145,0.85,0.36,0.18
0.145,0.85,0.36,0.18
0.145,0.85,0.36,0.18
0.145,0.85,0.36,0.18
0.146,0.85,0.36,0.18
0.146,0.85,0.36,0.18
0.146,0.84,0.39,-0.25
0.146,0.84,0.39,-0.25
0.146,0.84,0.39,-0.25
0.149,0.84,0.39,-0.25
0.151,0.84,0.39,-0.25
0.152,0.84,0.39,-0.25
0.161,0.61,0.33,-0.27
0.161,0.61,0.33,-0.27
0.162,0.61,0.33,-0.27
0.162,0.61,0.33,-0.27
0.163,0.61,0.33,-0.27
0.163,0.61,0.33,-0.27
0.165,0.62,0.46,-0.06
0.165,0.62,0.46,-0.06
0.166,0.62,0.46,-0.06
0.168,0.62,0.46,-0.06
0.171,0.62,0.46,-0.06
0.19,0.62,0.46,-0.06
0.19,0.57,0.47,0.1
0.19,0.57,0.47,0.1
0.19,0.57,0.47,0.1
0.191,0.57,0.47,0.1
0.191,0.57,0.47,0.1
0.191,0.57,0.47,0.1
0.191,0.03,0.47,0.16
0.191,0.03,0.47,0.16
0.192,0.03,0.47,0.16
0.214,0.03,0.47,0.16
0.214,0.03,0.47,0.16
0.214,0.03,0.47,0.16
0.214,-0.23,0.75,0.09
0.215,-0.23,0.75,0.09
0.215,-0.23,0.75,0.09
0.215,-0.23,0.75,0.09
0.215,-0.23,0.75,0.09
0.216,-0.23,0.75,0.09
0.216,-0.83,0.84,0.32
0.216,-0.83,0.84,0.32
0.217,-0.83,0.84,0.32
0.217,-0.83,0.84,0.32
0.217,-0.83,0.84,0.32
0.217,-0.83,0.84,0.32
0.218,-1.4,1.05,0.65
0.218,-1.4,1.05,0.65
0.218,-1.4,1.05,0.65
0.218,-1.4,1.05,0.65
0.231,-1.4,1.05,0.65
0.232,-1.4,1.05,0.65
0.232,-1.92,1.35,0.92
0.232,-1.92,1.35,0.92
0.233,-1.92,1.35,0.92
0.233,-1.92,1.35,0.92
