time,ax,ay,az
0.002,0.09,0.2,-1.8
0.002,0.09,0.2,-1.8
0.002,0.22,0.32,-1.85
0.006,0.22,0.32,-1.85
0.007,0.22,0.32,-1.85
0.007,0.22,0.32,-1.85
0.008,0.22,0.32,-1.85
0.01,0.22,0.32,-1.85
0.012,0.27,0.28,-1.74
0.012,0.27,0.28,-1.74
0.017,0.27,0.28,-1.74
0.017,0.27,0.28,-1.74
0.017,0.27,0.28,-1.74
0.02,0.27,0.28,-1.74
0.022,0.24,0.29,-1.42
0.023,0.24,0.29,-1.42
0.024,0.24,0.29,-1.42
0.026,0.24,0.29,-1.42
0.028,0.24,0.29,-1.42
0.046,0.24,0.29,-1.42
0.046,0.22,0.23,-0.99
0.047,0.22,0.23,-0.99
0.047,0.22,0.23,-0.99
0.047,0.22,0.23,-0.99
0.048,0.22,0.23,-0.99
0.048,0.22,0.23,-0.99
0.048,0.33,0.2,-0.53
0.048,0.33,0.2,-0.53
0.049,0.33,0.2,-0.53
0.049,0.33,0.2,-0.53
0.049,0.33,0.2,-0.53
0.053,0.33,0.2,-0.53
0.053,0.59,0.21,0.2
0.054,0.59,0.21,0.2
0.054,0.59,0.21,0.2
0.056,0.59,0.21,0.2
0.058,0.59,0.21,0.2
0.06,0.59,0.21,0.2
0.062,0.64,0.34,0.69
0.062,0.64,0.34,0.69
0.097,0.64,0.34,0.69
0.097,0.64,0.34,0.69
0.098,0.64,0.34,0.69
0.098,0.64,0.34,0.69
0.098,0.55,0.44,0.99
0.098,0.55,0.44,0.99
0.099,0.55,0.44,0.99
0.099,0.55,0.44,0.99
0.099,0.55,0.44,0.99
0.1,0.55,0.44,0.99
0.1,0.42,0.46,0.91
0.1,0.42,0.46,0.91
0.1,0.42,0.46,0.91
0.101,0.42,0.46,0.91
0.101,0.42,0.46,0.91
0.101,0.42,0.46,0.91
0.101,0.24,0.49,0.66
0.102,0.24,0.49,0.66
0.102,0.24,0.49,0.66
0.102,0.24,0.49,0.66
0.102,0.24,0.49,0.66
0.103,0.24,0.49,0.66
0.103,0.04,0.53,0.38
0.103,0.04,0.53,0.38
0.107,0.04,0.53,0.38
0.107,0.04,0.53,0.38
0.107,0.04,0.53,0.38
0.11,0.04,0.53,0.38
0.122,-0.13,0.59,0.21
0.122,-0.13,0.59,0.21
0.122,-0.13,0.59,0.21
0.123,-0.13,0.59,0.21
0.123,-0.13,0.59,0.21
0.123,-0.13,0.59,0.21
0.123,-0.24,0.67,0.13
0.124,-0.24,0.67,0.13
0.124,-0.24,0.67,0.13
0.126,-0.24,0.67,0.13
0.128,-0.24,0.67,0.13
0.133,-0.24,0.67,0.13
0.133,-0.25,0.67,0.19
0.138,-0.25,0.67,0.19
0.138,-0.25,0.67,0.19
