time,ax,ay,az
0.003,-0.23,-0.06,-0.64
0.003,-0.23,-0.06,-0.64
0.003,-0.23,-0.06,-0.64
0.003,-0.23,-0.06,-0.64
0.004,-0.23,-0.06,-0.64
0.004,-0.23,-0.06,-0.64
0.004,-0.8,-0.04,-1.06
0.004,-0.8,-0.04,-1.06
0.005,-0.8,-0.04,-1.06
0.007,-0.8,-0.04,-1.06
0.009,-0.8,-0.04,-1.06
0.012,-0.8,-0.04,-1.06
0.013,-1.2,0.14,-1.14
0.015,-1.2,0.14,-1.14
0.015,-1.2,0.14,-1.14
0.017,-1.2,0.14,-1.14
0.019,-1.2,0.14,-1.14
0.021,-1.2,0.14,-1.14
0.023,-1.1,0.37,-1.23
0.023,-1.1,0.37,-1.23
0.024,-1.1,0.37,-1.23
0.027,-1.1,0.37,-1.23
0.028,-1.1,0.37,-1.23
0.031,-1.1,0.37,-1.23
0.035,-0.84,0.62,-1.33
0.035,-0.84,0.62,-1.33
0.035,-0.84,0.62,-1.33
0.039,-0.84,0.62,-1.33
0.042,-0.84,0.62,-1.33
0.042,-0.84,0.62,-1.33
0.045,-0.58,0.7,-1.18
0.045,-0.58,0.7,-1.18
0.045,-0.58,0.7,-1.18
0.076,-0.58,0.7,-1.18
0.077,-0.58,0.7,-1.18
0.077,-0.58,0.7,-1.18
0.077,-0.72,0.63,-0.83
0.077,-0.72,0.63,-0.83
0.078,-0.72,0.63,-0.83
0.078,-0.72,0.63,-0.83
0.078,-0.72,0.63,-0.83
0.078,-0.72,0.63,-0.83
0.079,-0.82,0.72,-0.62
0.079,-0.82,0.72,-0.62
0.079,-0.82,0.72,-0.62
0.079,-0.82,0.72,-0.62
0.08,-0.82,0.72,-0.62
0.08,-0.82,0.72,-0.62
0.084,-0.57,0.83,-0.71
0.085,-0.57,0.83,-0.71
0.085,-0.57,0.83,-0.71
0.085,-0.57,0.83,-0.71
0.085,-0.57,0.83,-0.71
0.086,-0.57,0.83,-0.71
0.086,-0.3,0.69,-0.71
0.086,-0.3,0.69,-0.71
0.086,-0.3,0.69,-0.71
0.087,-0.3,0.69,-0.71
0.096,-0.3,0.69,-0.71
0.096,-0.3,0.69,-0.71
0.097,-0.23,0.65,-0.57
0.097,-0.23,0.65,-0.57
0.097,-0.23,0.65,-0.57
0.098,-0.23,0.65,-0.57
0.1,-0.23,0.65,-0.57
0.107,-0.23,0.65,-0.57
0.108,-0.15,0.56,-0.44
0.108,-0.15,0.56,-0.44
0.108,-0.15,0.56,-0.44
0.109,-0.15,0.56,-0.44
0.109,-0.15,0.56,-0.44
0.111,-0.15,0.56,-0.44
0.148,-0.21,0.5,-0.21
0.148,-0.21,0.5,-0.21
0.148,-0.21,0.5,-0.21
0.148,-0.21,0.5,-0.21
0.148,-0.21,0.5,-0.21
0.149,-0.21,0.5,-0.21
0.149,-0.04,0.75,0.58
0.149,-0.04,0.75,0.58
0.149,-0.04,0.75,0.58
0.149,-0.04,0.75,0.58
0.15,-0.04,0.75,0.58
0.15,-0.04,0.75,0.58
0.15,-0.31,0.81,1.38
0.15,-0.31,0.81,1.38
0.15,-0.31,0.81,1.38
0.15,-0.31,0.81,1.38
0.151,-0.31,0.81,1.38
0.151,-0.31,0.81,1.38
0.151,-0.64,0.82,2.56
0.151,-0.64,0.82,2.56
0.151,-0.64,0.82,2.56
0.151,-0.64,0.82,2.56
0.152,-0.64,0.82,2.56
0.152,-0.64,0.82,2.56
0.158,-0.92,1.02,3.44
0.158,-0.92,1.02,3.44
0.158,-0.92,1.02,3.44
0.158,-0.92,1.02,3.44
0.158,-0.92,1.02,3.44
0.161,-0.92,1.02,3.44
0.164,-0.88,0.96,3.89
0.164,-0.88,0.96,3.89
0.165,-0.88,0.96,3.89
0.167,-0.88,0.96,3.89
0.169,-0.88,0.96,3.89
0.171,-0.88,0.96,3.89
0.173,-0.65,0.6,3.71
0.174,-0.65,0.6,3.71
0.175,-0.65,0.6,3.71
0.177,-0.65,0.6,3.71
0.179,-0.65,0.6,3.71
0.183,-0.65,0.6,3.71
0.183,-0.69,0.06,3.23
0.184,-0.69,0.06,3.23
0.185,-0.69,0.06,3.23
0.193,-0.69,0.06,3.23
0.193,-0.69,0.06,3.23
0.193,-0.69,0.06,3.23
0.193,-0.3,-0.09,2.78
0.194,-0.3,-0.09,2.78
0.195,-0.3,-0.09,2.78
0.202,-0.3,-0.09,2.78
0.202,-0.3,-0.09,2.78
0.202,-0.3,-0.09,2.78
0.204,0.16,0.21,2.49
0.204,0.16,0.21,2.49
0.205,0.16,0.21,2.49
0.207,0.16,0.21,2.49
0.211,0.16,0.21,2.49
0.212,0.16,0.21,2.49
0.254,0.57,0.51,2.32
0.255,0.57,0.51,2.32
0.255,0.57,0.51,2.32
0.255,0.57,0.51,2.32
0.255,0.57,0.51,2.32
0.255,0.57,0.51,2.32
0.256,0.88,0.56,2.34
0.256,0.88,0.56,2.34
0.256,0.88,0.56,2.34
0.256,0.88,0.56,2.34
0.256,0.88,0.56,2.34
0.257,0.88,0.56,2.34
0.257,1.2,0.47,2.64
0.257,1.2,0.47,2.64
0.257,1.2,0.47,2.64
0.257,1.2,0.47,2.64
0.273,1.2,0.47,2.64
0.273,1.2,0.47,2.64
0.273,1.37,0.33,2.84
0.273,1.37,0.33,2.84
0.274,1.37,0.33,2.84
0.274,1.37,0.33,2.84
0.274,1.37,0.33,2.84
0.274,1.37,0.33,2.84
0.274,1.31,0.14,2.83
0.275,1.31,0.14,2.83
0.275,1.31,0.14,2.83
0.275,1.31,0.14,2.83
0.275,1.31,0.14,2.83
0.275,1.31,0.14,2.83
0.276,1.11,-0.05,2.77
0.276,1.11,-0.05,2.77
0.276,1.11,-0.05,2.77
0.276,1.11,-0.05,2.77
0.276,1.11,-0.05,2.77
0.277,1.11,-0.05,2.77
0.277,0.75,-0.22,2.48
0.277,0.75,-0.22,2.48
0.277,0.75,-0.22,2.48
0.277,0.75,-0.22,2.48
0.29,0.75,-0.22,2.48
0.29,0.75,-0.22,2.48
0.291,0.29,-0.23,2.06
0.291,0.29,-0.23,2.06
0.291,0.29,-0.23,2.06
0.291,0.29,-0.23,2.06
0.291,0.29,-0.23,2.06
0.291,0.29,-0.23,2.06
0.293,-0.24,-0.42,1.42
0.293,-0.24,-0.42,1.42
0.294,-0.24,-0.42,1.42
0.297,-0.24,-0.42,1.42
0.299,-0.24,-0.42,1.42
0.301,-0.24,-0.42,1.42
0.303,-0.67,-0.81,0.65
0.303,-0.67,-0.81,0.65
0.305,-0.67,-0.81,0.65
0.307,-0.67,-0.81,0.65
0.309,-0.67,-0.81,0.65
0.311,-0.67,-0.81,0.65
0.313,-1.07,-1.08,0.27
0.314,-1.07,-1.08,0.27
0.315,-1.07,-1.08,0.27
0.317,-1.07,-1.08,0.27
0.319,-1.07,-1.08,0.27
0.321,-1.07,-1.08,0.27
0.323,-1.17,-1.19,-0.01
0.323,-1.17,-1.19,-0.01
0.325,-1.17,-1.19,-0.01
0.327,-1.17,-1.19,-0.01
0.33,-1.17,-1.19,-0.01
0.331,-1.17,-1.19,-0.01
0.335,-1.24,-1.18,-0.23
0.336,-1.24,-1.18,-0.23
0.336,-1.24,-1.18,-0.23
0.337,-1.24,-1.18,-0.23
0.339,-1.24,-1.18,-0.23
0.341,-1.24,-1.18,-0.23
0.343,-1.28,-0.9,-0.23
0.343,-1.28,-0.9,-0.23
0.345,-1.28,-0.9,-0.23
0.348,-1.28,-0.9,-0.23
0.349,-1.28,-0.9,-0.23
0.351,-1.28,-0.9,-0.23
0.353,-1.31,-0.66,-0.05
0.353,-1.31,-0.66,-0.05
0.355,-1.31,-0.66,-0.05
0.357,-1.31,-0.66,-0.05
0.359,-1.31,-0.66,-0.05
0.36,-1.31,-0.66,-0.05
0.365,-1.34,-0.45,0.25
0.365,-1.34,-0.45,0.25
0.365,-1.34,-0.45,0.25
0.368,-1.34,-0.45,0.25
0.371,-1.34,-0.45,0.25
0.378,-1.34,-0.45,0.25
0.378,-1.24,-0.26,0.61
0.378,-1.24,-0.26,0.61
0.378,-1.24,-0.26,0.61
0.378,-1.24,-0.26,0.61
