time,ax,ay,az
0.002,-1.21,-0.19,-1.35
0.003,-1.21,-0.19,-1.35
0.003,-0.94,-0.36,-1.62
0.003,-0.94,-0.36,-1.62
0.003,-0.94,-0.36,-1.62
0.005,-0.94,-0.36,-1.62
0.007,-0.94,-0.36,-1.62
0.017,-0.94,-0.36,-1.62
0.017,-0.09,0.07,-1.25
0.018,-0.09,0.07,-1.25
0.018,-0.09,0.07,-1.25
0.018,-0.09,0.07,-1.25
0.018,-0.09,0.07,-1.25
0.019,-0.09,0.07,-1.25
0.021,0.56,0.31,-0.62
0.021,0.56,0.31,-0.62
0.022,0.56,0.31,-0.62
0.029,0.56,0.31,-0.62
0.03,0.56,0.31,-0.62
0.03,0.56,0.31,-0.62
0.031,0.51,0.17,0
0.031,0.51,0.17,0
0.033,0.51,0.17,0
0.035,0.51,0.17,0
0.036,0.51,0.17,0
0.039,0.51,0.17,0
0.041,0.32,0.07,0.49
0.042,0.32,0.07,0.49
0.043,0.32,0.07,0.49
0.045,0.32,0.07,0.49
0.047,0.32,0.07,0.49
0.049,0.32,0.07,0.49
0.052,0.25,0.13,0.88
0.052,0.25,0.13,0.88
0.074,0.25,0.13,0.88
0.075,0.25,0.13,0.88
0.075,0.25,0.13,0.88
0.075,0.25,0.13,0.88
0.075,0.1,0.19,1.34
0.075,0.1,0.19,1.34
0.076,0.1,0.19,1.34
0.076,0.1,0.19,1.34
0.076,0.1,0.19,1.34
0.076,0.1,0.19,1.34
0.076,0.01,0.18,1.69
0.077,0.01,0.18,1.69
0.077,0.01,0.18,1.69
0.077,0.01,0.18,1.69
0.077,0.01,0.18,1.69
0.088,0.01,0.18,1.69
0.089,-0.04,0.15,1.89
0.089,-0.04,0.15,1.89
0.089,-0.04,0.15,1.89
0.089,-0.04,0.15,1.89
0.09,-0.04,0.15,1.89
0.09,-0.04,0.15,1.89
0.093,0.07,0.12,1.97
0.093,0.07,0.12,1.97
0.093,0.07,0.12,1.97
0.096,0.07,0.12,1.97
0.103,0.07,0.12,1.97
0.104,0.07,0.12,1.97
0.104,0.13,0.12,1.82
0.104,0.13,0.12,1.82
0.104,0.13,0.12,1.82
0.105,0.13,0.12,1.82
0.106,0.13,0.12,1.82
0.109,0.13,0.12,1.82
0.112,0.17,0.08,1.51
0.112,0.17,0.08,1.51
0.113,0.17,0.08,1.51
0.115,0.17,0.08,1.51
0.116,0.17,0.08,1.51
0.118,0.17,0.08,1.51
0.122,0.1,-0.03,0.95
0.122,0.1,-0.03,0.95
0.127,0.1,-0.03,0.95
0.128,0.1,-0.03,0.95
0.129,0.1,-0.03,0.95
0.129,0.1,-0.03,0.95
0.131,-0.02,-0.13,0.38
0.131,-0.02,-0.13,0.38
0.132,-0.02,-0.13,0.38
0.135,-0.02,-0.13,0.38
0.136,-0.02,-0.13,0.38
0.139,-0.02,-0.13,0.38
0.142,-0.12,0,-0.1
0.142,-0.12,0,-0.1
0.142,-0.12,0,-0.1
0.145,-0.12,0,-0.1
0.146,-0.12,0,-0.1
0.149,-0.12,0,-0.1
0.152,-0.16,0.15,-0.36
0.152,-0.16,0.15,-0.36
0.153,-0.16,0.15,-0.36
0.154,-0.16,0.15,-0.36
0.156,-0.16,0.15,-0.36
0.158,-0.16,0.15,-0.36
0.161,-0.31,0.27,-0.59
0.161,-0.31,0.27,-0.59
0.162,-0.31,0.27,-0.59
0.167,-0.31,0.27,-0.59
0.178,-0.31,0.27,-0.59
0.179,-0.31,0.27,-0.59
0.179,-0.2,0.34,-0.76
0.179,-0.2,0.34,-0.76
0.179,-0.2,0.34,-0.76
0.179,-0.2,0.34,-0.76
0.179,-0.2,0.34,-0.76
0.179,-0.2,0.34,-0.76
0.186,0.1,0.31,-0.64
0.187,0.1,0.31,-0.64
