time,ax,ay,az
0.003,0.6,-0.07,0.53
0.003,0.65,0.07,0.47
0.004,0.65,0.07,0.47
0.004,0.65,0.07,0.47
0.004,0.65,0.07,0.47
0.004,0.65,0.07,0.47
0.007,0.65,0.07,0.47
0.008,0.8,0.02,0.24
0.008,0.8,0.02,0.24
0.009,0.8,0.02,0.24
0.012,0.8,0.02,0.24
0.013,0.8,0.02,0.24
0.016,0.8,0.02,0.24
0.018,0.76,-0.22,-0.22
0.018,0.76,-0.22,-0.22
0.02,0.76,-0.22,-0.22
0.023,0.76,-0.22,-0.22
0.024,0.76,-0.22,-0.22
0.026,0.76,-0.22,-0.22
0.029,0.57,-0.19,-0.29
0.029,0.57,-0.19,-0.29
0.029,0.57,-0.19,-0.29
0.032,0.57,-0.19,-0.29
0.033,0.57,-0.19,-0.29
0.036,0.57,-0.19,-0.29
0.043,0.47,-0.14,-0.35
0.046,0.47,-0.14,-0.35
0.046,0.47,-0.14,-0.35
0.047,0.47,-0.14,-0.35
0.047,0.47,-0.14,-0.35
0.049,0.47,-0.14,-0.35
0.05,0.26,-0.08,-0.16
0.05,0.26,-0.08,-0.16
0.051,0.26,-0.08,-0.16
0.051,0.26,-0.08,-0.16
0.06,0.26,-0.08,-0.16
0.06,0.26,-0.08,-0.16
0.06,-0.03,0.09,-0.01
0.06,-0.03,0.09,-0.01
0.061,-0.03,0.09,-0.01
0.061,-0.03,0.09,-0.01
0.064,-0.03,0.09,-0.01
0.065,-0.03,0.09,-0.01
0.068,-0.41,0.17,-0.01
0.069,-0.41,0.17,-0.01
0.069,-0.41,0.17,-0.01
0.073,-0.41,0.17,-0.01
0.074,-0.41,0.17,-0.01
0.076,-0.41,0.17,-0.01
0.078,-0.53,0.13,0.15
0.079,-0.53,0.13,0.15
0.08,-0.53,0.13,0.15
0.082,-0.53,0.13,0.15
0.084,-0.53,0.13,0.15
0.085,-0.53,0.13,0.15
0.089,-0.43,0.19,-0.09
0.09,-0.43,0.19,-0.09
0.091,-0.43,0.19,-0.09
0.092,-0.43,0.19,-0.09
0.093,-0.43,0.19,-0.09
0.095,-0.43,0.19,-0.09
0.098,-0.17,0.18,-0.72
0.098,-0.17,0.18,-0.72
0.1,-0.17,0.18,-0.72
0.102,-0.17,0.18,-0.72
0.118,-0.17,0.18,-0.72
0.118,-0.17,0.18,-0.72
0.118,-0.28,0.29,-1.17
0.119,-0.28,0.29,-1.17
0.119,-0.28,0.29,-1.17
0.119,-0.28,0.29,-1.17
0.119,-0.28,0.29,-1.17
0.119,-0.28,0.29,-1.17
0.12,-0.44,0.29,-1.37
0.12,-0.44,0.29,-1.37
0.12,-0.44,0.29,-1.37
0.123,-0.44,0.29,-1.37
0.124,-0.44,0.29,-1.37
0.126,-0.44,0.29,-1.37
0.128,-0.28,0.4,-1.44
0.128,-0.28,0.4,-1.44
0.13,-0.28,0.4,-1.44
0.132,-0.28,0.4,-1.44
0.134,-0.28,0.4,-1.44
0.136,-0.28,0.4,-1.44
0.157,-0.17,0.58,-1.38
0.157,-0.17,0.58,-1.38
0.157,-0.17,0.58,-1.38
0.157,-0.17,0.58,-1.38
0.158,-0.17,0.58,-1.38
0.158,-0.17,0.58,-1.38
0.158,-0.3,0.7,-1.55
0.158,-0.3,0.7,-1.55
0.158,-0.3,0.7,-1.55
0.158,-0.3,0.7,-1.55
0.159,-0.3,0.7,-1.55
0.159,-0.3,0.7,-1.55
0.159,-0.26,0.67,-1.71
0.159,-0.26,0.67,-1.71
0.159,-0.26,0.67,-1.71
0.17,-0.26,0.67,-1.71
0.171,-0.26,0.67,-1.71
0.171,-0.26,0.67,-1.71
0.171,0.1,0.5,-1.97
0.171,0.1,0.5,-1.97
0.203,0.1,0.5,-1.97
0.205,0.1,0.5,-1.97
0.206,0.1,0.5,-1.97
0.207,0.1,0.5,-1.97
0.208,0.26,0.01,-2.39
0.209,0.26,0.01,-2.39
0.21,0.26,0.01,-2.39
0.211,0.26,0.01,-2.39
0.212,0.26,0.01,-2.39
0.212,0.26,0.01,-2.39
0.213,0.32,-0.41,-2.36
0.213,0.32,-0.41,-2.36
0.214,0.32,-0.41,-2.36
0.214,0.32,-0.41,-2.36
0.214,0.32,-0.41,-2.36
0.214,0.32,-0.41,-2.36
0.215,0.14,-0.51,-1.75
0.215,0.14,-0.51,-1.75
0.215,0.14,-0.51,-1.75
0.216,0.14,-0.51,-1.75
0.216,0.14,-0.51,-1.75
0.216,0.14,-0.51,-1.75
0.216,-0.07,-0.37,-1.03
0.217,-0.07,-0.37,-1.03
0.217,-0.07,-0.37,-1.03
0.217,-0.07,-0.37,-1.03
0.217,-0.07,-0.37,-1.03
0.218,-0.07,-0.37,-1.03
0.22,0.21,-0.16,-0.88
0.221,0.21,-0.16,-0.88
0.221,0.21,-0.16,-0.88
0.221,0.21,-0.16,-0.88
0.224,0.21,-0.16,-0.88
0.226,0.21,-0.16,-0.88
0.228,0.49,-0.19,-1.13
0.229,0.49,-0.19,-1.13
0.229,0.49,-0.19,-1.13
0.232,0.49,-0.19,-1.13
0.233,0.49,-0.19,-1.13
0.235,0.49,-0.19,-1.13
0.238,0.72,-0.29,-1.25
0.238,0.72,-0.29,-1.25
0.24,0.72,-0.29,-1.25
