time,ax,ay,az
0.003,-0.18,0.67,-0.89
0.003,-0.18,0.67,-0.89
0.004,-0.18,0.67,-0.89
0.004,-0.18,0.67,-0.89
0.004,-0.18,0.67,-0.89
0.004,-0.18,0.67,-0.89
0.005,-0.17,0.67,-0.67
0.005,-0.17,0.67,-0.67
0.009,-0.17,0.67,-0.67
0.009,-0.17,0.67,-0.67
0.01,-0.17,0.67,-0.67
0.013,-0.17,0.67,-0.67
0.015,-0.09,0.68,-0.51
0.015,-0.09,0.68,-0.51
0.017,-0.09,0.68,-0.51
0.019,-0.09,0.68,-0.51
0.02,-0.09,0.68,-0.51
0.022,-0.09,0.68,-0.51
0.026,-0.04,0.57,-0.34
0.027,-0.04,0.57,-0.34
0.027,-0.04,0.57,-0.34
0.029,-0.04,0.57,-0.34
0.03,-0.04,0.57,-0.34
0.032,-0.04,0.57,-0.34
0.035,-0.12,0.47,-0.05
0.035,-0.12,0.47,-0.05
0.036,-0.12,0.47,-0.05
0.038,-0.12,0.47,-0.05
0.041,-0.12,0.47,-0.05
0.043,-0.12,0.47,-0.05
0.045,-0.13,0.42,0.32
0.046,-0.13,0.42,0.32
0.047,-0.13,0.42,0.32
0.049,-0.13,0.42,0.32
0.05,-0.13,0.42,0.32
0.052,-0.13,0.42,0.32
0.054,-0.12,0.46,0.51
0.055,-0.12,0.46,0.51
0.059,-0.12,0.46,0.51
0.06,-0.12,0.46,0.51
0.061,-0.12,0.46,0.51
0.07,-0.12,0.46,0.51
0.071,-0.16,0.54,0.44
0.071,-0.16,0.54,0.44
0.073,-0.16,0.54,0.44
0.075,-0.16,0.54,0.44
0.076,-0.16,0.54,0.44
0.077,-0.16,0.54,0.44
0.078,-0.24,0.55,0.26
0.079,-0.24,0.55,0.26
0.08,-0.24,0.55,0.26
0.081,-0.24,0.55,0.26
0.082,-0.24,0.55,0.26
0.083,-0.24,0.55,0.26
0.089,-0.16,0.53,0.19
0.09,-0.16,0.53,0.19
0.09,-0.16,0.53,0.19
0.09,-0.16,0.53,0.19
0.091,-0.16,0.53,0.19
0.109,-0.16,0.53,0.19
0.11,-0.15,0.5,0.11
0.111,-0.15,0.5,0.11
0.111,-0.15,0.5,0.11
0.111,-0.15,0.5,0.11
0.112,-0.15,0.5,0.11
0.112,-0.15,0.5,0.11
0.112,-0.07,0.54,0.2
0.113,-0.07,0.54,0.2
0.113,-0.07,0.54,0.2
0.114,-0.07,0.54,0.2
0.114,-0.07,0.54,0.2
0.114,-0.07,0.54,0.2
0.147,-0.14,0.47,0.36
0.147,-0.14,0.47,0.36
0.148,-0.14,0.47,0.36
0.148,-0.14,0.47,0.36
0.148,-0.14,0.47,0.36
0.149,-0.14,0.47,0.36
0.149,-0.3,0.27,0.65
0.149,-0.3,0.27,0.65
0.15,-0.3,0.27,0.65
0.15,-0.3,0.27,0.65
0.15,-0.3,0.27,0.65
0.15,-0.3,0.27,0.65
0.151,-0.5,-0.03,0.91
0.151,-0.5,-0.03,0.91
0.151,-0.5,-0.03,0.91
0.152,-0.5,-0.03,0.91
0.152,-0.5,-0.03,0.91
0.152,-0.5,-0.03,0.91
0.152,-0.58,-0.13,1.32
0.153,-0.58,-0.13,1.32
0.153,-0.58,-0.13,1.32
0.153,-0.58,-0.13,1.32
0.154,-0.58,-0.13,1.32
0.154,-0.58,-0.13,1.32
0.156,-0.99,-0.2,1.73
0.156,-0.99,-0.2,1.73
0.157,-0.99,-0.2,1.73
0.16,-0.99,-0.2,1.73
0.161,-0.99,-0.2,1.73
0.163,-0.99,-0.2,1.73
0.165,-1.33,-0.27,1.97
0.168,-1.33,-0.27,1.97
0.168,-1.33,-0.27,1.97
0.168,-1.33,-0.27,1.97
0.17,-1.33,-0.27,1.97
0.175,-1.33,-0.27,1.97
0.177,-1.5,-0.39,2.09
0.178,-1.5,-0.39,2.09
0.179,-1.5,-0.39,2.09
0.181,-1.5,-0.39,2.09
0.181,-1.5,-0.39,2.09
0.183,-1.5,-0.39,2.09
0.185,-1.47,-0.43,1.99
0.186,-1.47,-0.43,1.99
0.187,-1.47,-0.43,1.99
0.195,-1.47,-0.43,1.99
0.196,-1.47,-0.43,1.99
0.196,-1.47,-0.43,1.99
0.196,-1.14,-0.47,1.64
0.197,-1.14,-0.47,1.64
0.197,-1.14,-0.47,1.64
0.198,-1.14,-0.47,1.64
0.2,-1.14,-0.47,1.64
0.202,-1.14,-0.47,1.64
0.205,-0.75,-0.61,1.03
0.205,-0.75,-0.61,1.03
0.207,-0.75,-0.61,1.03
0.209,-0.75,-0.61,1.03
0.211,-0.75,-0.61,1.03
0.212,-0.75,-0.61,1.03
0.215,-0.58,-0.82,0.45
0.215,-0.58,-0.82,0.45
0.217,-0.58,-0.82,0.45
0.218,-0.58,-0.82,0.45
0.221,-0.58,-0.82,0.45
0.237,-0.58,-0.82,0.45
0.239,-0.37,-0.81,0.13
0.24,-0.37,-0.81,0.13
0.241,-0.37,-0.81,0.13
0.272,-0.37,-0.81,0.13
0.272,-0.37,-0.81,0.13
0.273,-0.37,-0.81,0.13
0.273,-0.31,-0.93,0.04
0.274,-0.31,-0.93,0.04
0.274,-0.31,-0.93,0.04
0.274,-0.31,-0.93,0.04
0.275,-0.31,-0.93,0.04
0.275,-0.31,-0.93,0.04
0.276,-0.26,-1,-0.06
0.276,-0.26,-1,-0.06
0.277,-0.26,-1,-0.06
0.277,-0.26,-1,-0.06
0.277,-0.26,-1,-0.06
0.277,-0.26,-1,-0.06
0.278,-0.33,-0.95,-0.01
0.278,-0.33,-0.95,-0.01
0.278,-0.33,-0.95,-0.01
0.278,-0.33,-0.95,-0.01
0.279,-0.33,-0.95,-0.01
0.279,-0.33,-0.95,-0.01
0.279,-0.57,-0.94,0.18
0.279,-0.57,-0.94,0.18
0.28,-0.57,-0.94,0.18
0.28,-0.57,-0.94,0.18
0.28,-0.57,-0.94,0.18
0.281,-0.57,-0.94,0.18
0.281,-0.8,-1.06,0.27
0.281,-0.8,-1.06,0.27
0.281,-0.8,-1.06,0.27
0.282,-0.8,-1.06,0.27
0.282,-0.8,-1.06,0.27
0.284,-0.8,-1.06,0.27
0.285,-0.77,-1.07,0.36
0.285,-0.77,-1.07,0.36
0.286,-0.77,-1.07,0.36
0.29,-0.77,-1.07,0.36
0.291,-0.77,-1.07,0.36
0.293,-0.77,-1.07,0.36
0.295,-0.79,-1.14,0.38
0.295,-0.79,-1.14,0.38
0.297,-0.79,-1.14,0.38
0.298,-0.79,-1.14,0.38
0.3,-0.79,-1.14,0.38
0.302,-0.79,-1.14,0.38
0.308,-0.8,-1.14,0.44
0.308,-0.8,-1.14,0.44
0.309,-0.8,-1.14,0.44
0.309,-0.8,-1.14,0.44
0.311,-0.8,-1.14,0.44
0.313,-0.8,-1.14,0.44
0.315,-0.89,-1.12,0.56
0.315,-0.89,-1.12,0.56
0.317,-0.89,-1.12,0.56
0.318,-0.89,-1.12,0.56
0.32,-0.89,-1.12,0.56
0.322,-0.89,-1.12,0.56
0.325,-0.82,-0.94,0.65
0.325,-0.82,-0.94,0.65
0.326,-0.82,-0.94,0.65
0.328,-0.82,-0.94,0.65
0.331,-0.82,-0.94,0.65
0.333,-0.82,-0.94,0.65
0.337,-0.83,-0.77,0.61
0.338,-0.83,-0.77,0.61
0.338,-0.83,-0.77,0.61
0.338,-0.83,-0.77,0.61
0.353,-0.83,-0.77,0.61
0.354,-0.83,-0.77,0.61
0.354,-0.76,-0.63,0.35
0.354,-0.76,-0.63,0.35
0.354,-0.76,-0.63,0.35
0.354,-0.76,-0.63,0.35
0.355,-0.76,-0.63,0.35
0.355,-0.76,-0.63,0.35
0.357,-0.64,-0.57,-0.05
0.357,-0.64,-0.57,-0.05
0.359,-0.64,-0.57,-0.05
0.359,-0.64,-0.57,-0.05
0.361,-0.64,-0.57,-0.05
0.363,-0.64,-0.57,-0.05
0.365,-0.45,-0.55,-0.43
0.366,-0.45,-0.55,-0.43
0.367,-0.45,-0.55,-0.43
0.369,-0.45,-0.55,-0.43
0.371,-0.45,-0.55,-0.43
0.381,-0.45,-0.55,-0.43
0.382,-0.27,-0.57,-0.72
0.383,-0.27,-0.57,-0.72
0.383,-0.27,-0.57,-0.72
0.383,-0.27,-0.57,-0.72
0.383,-0.27,-0.57,-0.72
0.384,-0.27,-0.57,-0.72
0.385,-0.11,-0.53,-0.92
0.386,-0.11,-0.53,-0.92
0.386,-0.11,-0.53,-0.92
0.389,-0.11,-0.53,-0.92
0.391,-0.11,-0.53,-0.92
0.393,-0.11,-0.53,-0.92
0.395,-0.24,-0.51,-1.04
0.428,-0.24,-0.51,-1.04
0.428,-0.24,-0.51,-1.04
0.429,-0.24,-0.51,-1.04
