time,ax,ay,az
0.002,-1.11,-0.85,-0.99
0.002,-1.11,-0.85,-0.99
0.002,-1.11,-0.85,-0.99
0.002,-1.19,-0.8,-1.12
0.002,-1.19,-0.8,-1.12
0.012,-1.19,-0.8,-1.12
0.012,-1.19,-0.8,-1.12
0.012,-1.19,-0.8,-1.12
0.012,-1.19,-0.8,-1.12
0.012,-1.32,-0.72,-1.31
0.013,-1.32,-0.72,-1.31
0.014,-1.32,-0.72,-1.31
0.02,-1.32,-0.72,-1.31
0.02,-1.32,-0.72,-1.31
0.021,-1.32,-0.72,-1.31
0.021,-1.39,-0.85,-1.57
0.021,-1.39,-0.85,-1.57
0.024,-1.39,-0.85,-1.57
0.026,-1.39,-0.85,-1.57
0.027,-1.39,-0.85,-1.57
0.029,-1.39,-0.85,-1.57
0.031,-1.38,-0.86,-1.89
0.031,-1.38,-0.86,-1.89
0.034,-1.38,-0.86,-1.89
0.037,-1.38,-0.86,-1.89
0.037,-1.38,-0.86,-1.89
0.04,-1.38,-0.86,-1.89
0.041,-1.11,-0.87,-1.92
0.042,-1.11,-0.87,-1.92
0.043,-1.11,-0.87,-1.92
0.046,-1.11,-0.87,-1.92
0.047,-1.11,-0.87,-1.92
0.05,-1.11,-0.87,-1.92
0.052,-0.87,-1.01,-1.82
0.053,-0.87,-1.01,-1.82
0.054,-0.87,-1.01,-1.82
0.056,-0.87,-1.01,-1.82
0.058,-0.87,-1.01,-1.82
0.06,-0.87,-1.01,-1.82
0.061,-0.64,-1.22,-1.53
0.062,-0.64,-1.22,-1.53
0.063,-0.64,-1.22,-1.53
0.066,-0.64,-1.22,-1.53
0.068,-0.64,-1.22,-1.53
0.07,-0.64,-1.22,-1.53
0.072,-0.41,-1.37,-1.29
0.072,-0.41,-1.37,-1.29
0.074,-0.41,-1.37,-1.29
0.077,-0.41,-1.37,-1.29
0.078,-0.41,-1.37,-1.29
0.08,-0.41,-1.37,-1.29
0.083,-0.38,-1.39,-1.23
0.084,-0.38,-1.39,-1.23
0.085,-0.38,-1.39,-1.23
0.087,-0.38,-1.39,-1.23
0.088,-0.38,-1.39,-1.23
0.09,-0.38,-1.39,-1.23
0.092,-0.38,-1.49,-1.49
0.092,-0.38,-1.49,-1.49
0.094,-0.38,-1.49,-1.49
0.097,-0.38,-1.49,-1.49
0.098,-0.38,-1.49,-1.49
0.102,-0.38,-1.49,-1.49
0.103,-0.32,-1.4,-1.51
0.103,-0.32,-1.4,-1.51
0.104,-0.32,-1.4,-1.51
0.107,-0.32,-1.4,-1.51
0.108,-0.32,-1.4,-1.51
0.11,-0.32,-1.4,-1.51
0.112,-0.56,-1.18,-1.08
0.112,-0.56,-1.18,-1.08
0.114,-0.56,-1.18,-1.08
0.118,-0.56,-1.18,-1.08
0.118,-0.56,-1.18,-1.08
0.119,-0.56,-1.18,-1.08
0.122,-0.93,-0.91,-0.78
0.122,-0.93,-0.91,-0.78
0.124,-0.93,-0.91,-0.78
0.127,-0.93,-0.91,-0.78
0.128,-0.93,-0.91,-0.78
0.13,-0.93,-0.91,-0.78
0.144,-1.13,-0.54,-0.42
0.147,-1.13,-0.54,-0.42
