time,ax,ay,az
0.028,0.74,-0.23,0.06
0.031,0.74,-0.23,0.06
0.066,1.17,0.07,-0.06
0.091,1.17,0.07,-0.06
0.094,1.17,0.07,-0.06
0.106,0.74,0.22,0.02
0.192,0.74,0.22,0.02
0.195,0.74,0.22,0.02
0.196,0.74,0.22,0.02
0.199,-0.2,-0.01,0.1
0.207,-0.2,-0.01,0.1
0.21,-0.2,-0.01,0.1
0.224,0.03,-0.04,0.06
0.271,0.03,-0.04,0.06
0.273,0.03,-0.04,0.06
0.31,0.2,-0.15,-0.1
0.333,0.2,-0.15,-0.1
0.335,0.2,-0.15,-0.1
0.336,0.2,-0.15,-0.1
0.356,0.19,-0.1,0.1
0.395,0.19,-0.1,0.1
0.397,0.19,-0.1,0.1
0.404,0.22,0.23,0
0.442,0.22,0.23,0
0.444,0.22,0.23,0
0.477,-0.08,-0.15,-0.09
0.503,-0.08,-0.15,-0.09
0.505,-0.08,-0.15,-0.09
0.506,-0.08,-0.15,-0.09
0.53,0.01,-0.06,-0.09
0.593,0.01,-0.06,-0.09
0.596,0.01,-0.06,-0.09
0.598,-0.11,-0.18,0.05
0.653,-0.11,-0.18,0.05
0.656,-0.11,-0.18,0.05
0.658,0.01,0.02,-0.18
0.703,0.01,0.02,-0.18
0.708,0.01,0.02,-0.18
0.711,0.01,0.02,-0.18
0.713,-0.55,-0.1,-0.1
0.763,-0.55,-0.1,-0.1
0.765,-0.55,-0.1,-0.1
0.767,-2.79,-1.66,-1.62
0.807,-2.79,-1.66,-1.62
0.81,-2.79,-1.66,-1.62
0.827,-2.88,-1.02,-1.08
0.862,-2.88,-1.02,-1.08
0.864,-2.88,-1.02,-1.08
0.869,-2.88,-1.02,-1.08
0.894,-1.38,0.31,0.6
0.944,-1.38,0.31,0.6
0.946,-1.38,0.31,0.6
0.948,-0.35,1.35,0.34
0.989,-0.35,1.35,0.34
0.991,-0.35,1.35,0.34
1.005,0.5,2.14,0.48
1.053,0.5,2.14,0.48
1.059,0.5,2.14,0.48
1.061,0.5,2.14,0.48
1.093,2.03,1.55,0.15
1.103,2.03,1.55,0.15
1.106,2.03,1.55,0.15
1.142,2.19,0.65,-0.07
1.182,2.19,0.65,-0.07
1.186,2.19,0.65,-0.07
1.19,2.99,0.17,-0.5
1.227,2.99,0.17,-0.5
1.23,2.99,0.17,-0.5
1.231,2.99,0.17,-0.5
1.274,1.42,-0.1,-1.05
1.283,1.42,-0.1,-1.05
1.284,1.42,-0.1,-1.05
1.324,1.06,-0.96,-1.78
1.379,1.06,-0.96,-1.78
1.382,1.06,-0.96,-1.78
1.385,-0.3,-0.57,-2.71
1.403,-0.3,-0.57,-2.71
1.409,-0.3,-0.57,-2.71
1.411,-0.3,-0.57,-2.71
1.452,0.88,0.44,0.05
1.496,0.88,0.44,0.05
1.498,0.88,0.44,0.05
1.5,1.09,0.54,2.83
1.525,1.09,0.54,2.83
1.527,1.09,0.54,2.83
1.552,10.77,5.63,14.12
1.616,10.77,5.63,14.12
1.619,10.77,5.63,14.12
1.621,10.77,5.63,14.12
1.623,-17.03,-4.63,1.23
1.666,-17.03,-4.63,1.23
1.668,-17.03,-4.63,1.23
1.67,0.35,1.63,1.69
1.71,0.35,1.63,1.69
1.712,0.35,1.63,1.69
1.728,1.91,1.63,1.21
1.768,1.91,1.63,1.21
1.771,1.91,1.63,1.21
1.773,1.91,1.63,1.21
1.817,-1.94,0.08,1.29
1.824,-1.94,0.08,1.29
1.827,-1.94,0.08,1.29
1.862,-0.79,0.27,1.71
1.913,-0.79,0.27,1.71
1.918,-0.79,0.27,1.71
1.923,-0.64,0.18,-0.07
1.985,-0.64,0.18,-0.07
1.988,-0.64,0.18,-0.07
1.99,-0.64,0.18,-0.07
1.994,0.52,0.5,0.87
2.023,0.52,0.5,0.87
2.027,0.52,0.5,0.87
2.029,1.35,0.62,0.91
2.101,1.35,0.62,0.91
2.103,1.35,0.62,0.91
2.104,-0.45,0.37,2.59
2.124,-0.45,0.37,2.59
2.128,-0.45,0.37,2.59
2.129,-0.45,0.37,2.59
2.15,-0.22,1.62,0.9
2.208,-0.22,1.62,0.9
2.213,-0.22,1.62,0.9
2.214,0.89,1.59,0.21
2.262,0.89,1.59,0.21
2.265,0.89,1.59,0.21
2.267,0.22,1.05,0.45
2.332,0.22,1.05,0.45
2.335,0.22,1.05,0.45
2.337,0.22,1.05,0.45
2.339,2.11,4.35,1.66
2.395,2.11,4.35,1.66
2.398,2.11,4.35,1.66
2.4,2.66,5.06,0.58
2.448,2.66,5.06,0.58
2.453,2.66,5.06,0.58
2.455,-5.26,-2.03,-4.16
2.506,-5.26,-2.03,-4.16
2.509,-5.26,-2.03,-4.16
2.511,-5.26,-2.03,-4.16
2.513,5.69,-3.85,2.65
2.558,5.69,-3.85,2.65
2.56,5.69,-3.85,2.65
2.569,-0.08,-3.59,0.01
2.609,-0.08,-3.59,0.01
2.614,-0.08,-3.59,0.01
2.652,-3.48,-1.98,0.8
2.665,-3.48,-1.98,0.8
2.667,-3.48,-1.98,0.8
2.669,-3.48,-1.98,0.8
2.696,-4.33,1.36,0
2.731,-4.33,1.36,0
2.734,-4.33,1.36,0
2.746,-8.77,6.02,-0.17
2.788,-8.77,6.02,-0.17
2.791,-8.77,6.02,-0.17
2.818,-10.2,0.27,-0.46
2.844,-10.2,0.27,-0.46
2.847,-10.2,0.27,-0.46
2.848,-10.2,0.27,-0.46
2.877,-1.66,2.66,-0.46
2.955,-1.66,2.66,-0.46
2.958,-1.66,2.66,-0.46
2.96,-2.99,-7.31,-4.56
2.967,-2.99,-7.31,-4.56
2.972,-2.99,-7.31,-4.56
3.001,0.96,1.23,2.5
3.059,0.96,1.23,2.5
3.062,0.96,1.23,2.5
3.066,0.96,1.23,2.5
3.069,3.79,1.98,0.16
3.102,3.79,1.98,0.16
3.105,3.79,1.98,0.16
3.107,0.1,0.74,0.1
3.145,0.1,0.74,0.1
3.147,0.1,0.74,0.1
3.173,1.11,0.51,-0.24
3.205,1.11,0.51,-0.24
3.207,1.11,0.51,-0.24
3.209,1.11,0.51,-0.24
3.227,1.7,1.02,0.55
3.272,1.7,1.02,0.55
3.274,1.7,1.02,0.55
3.312,3.4,1.02,-0.02
3.324,3.4,1.02,-0.02
3.327,3.4,1.02,-0.02
3.366,1.49,1.35,-0.1
3.408,1.49,1.35,-0.1
3.41,1.49,1.35,-0.1
3.411,1.49,1.35,-0.1
3.413,2.48,2.22,1.41
3.445,2.48,2.22,1.41
3.446,2.48,2.22,1.41
3.473,2.29,9.3,-0.96
3.517,2.29,9.3,-0.96
3.519,2.29,9.3,-0.96
3.527,4.75,13.72,-0.87
3.568,4.75,13.72,-0.87
3.571,4.75,13.72,-0.87
3.573,4.75,13.72,-0.87
3.603,1.83,-2.96,4.1
3.626,1.83,-2.96,4.1
3.629,1.83,-2.96,4.1
3.647,3.4,-4.74,0.45
3.685,3.4,-4.74,0.45
3.688,3.4,-4.74,0.45
3.752,-0.61,-5.03,0.24
3.754,-0.61,-5.03,0.24
3.755,-0.61,-5.03,0.24
3.757,-0.61,-5.03,0.24
3.772,-3.48,-3.44,0.55
3.806,-3.48,-3.44,0.55
3.808,-3.48,-3.44,0.55
3.86,-5.43,4.85,0.31
3.866,-5.43,4.85,0.31
