time,ax,ay,az
0.004,0.14,-0.49,-0.78
0.021,0.14,-0.49,-0.78
0.023,0.14,-0.49,-0.78
0.066,0.51,0.12,0.13
0.094,0.51,0.12,0.13
0.097,0.51,0.12,0.13
0.099,0.51,0.12,0.13
0.124,0.11,-0.02,0.12
0.141,0.11,-0.02,0.12
0.144,0.11,-0.02,0.12
0.184,-0.1,-0.15,0.07
0.202,-0.1,-0.15,0.07
0.204,-0.1,-0.15,0.07
0.248,0.1,0.01,0.05
0.265,0.1,0.01,0.05
0.269,0.1,0.01,0.05
0.271,0.1,0.01,0.05
0.315,-0.01,-0.05,0.12
0.322,-0.01,-0.05,0.12
0.324,-0.01,-0.05,0.12
0.366,-0.05,-0.03,-0.05
0.385,-0.05,-0.03,-0.05
0.388,-0.05,-0.03,-0.05
0.435,0.08,-0.15,0.1
0.442,0.08,-0.15,0.1
0.444,0.08,-0.15,0.1
0.446,0.08,-0.15,0.1
0.485,-0.22,-0.06,-0.59
0.502,-0.22,-0.06,-0.59
0.51,-0.22,-0.06,-0.59
0.549,-0.8,-0.22,-0.21
0.563,-0.8,-0.22,-0.21
0.566,-0.8,-0.22,-0.21
0.607,-0.73,-0.25,0.87
0.644,-0.73,-0.25,0.87
0.647,-0.73,-0.25,0.87
0.656,-0.73,-0.25,0.87
0.694,-1.89,-0.59,1.14
0.7,-1.89,-0.59,1.14
0.702,-1.89,-0.59,1.14
0.732,-3.28,-0.38,-0.5
0.742,-3.28,-0.38,-0.5
0.744,-3.28,-0.38,-0.5
0.787,-4.92,1.75,-0.03
0.805,-4.92,1.75,-0.03
0.811,-4.92,1.75,-0.03
0.816,-4.92,1.75,-0.03
0.857,-1.1,1.23,-0.41
0.862,-1.1,1.23,-0.41
0.865,-1.1,1.23,-0.41
0.905,-1.45,0.9,-0.06
0.941,-1.45,0.9,-0.06
0.944,-1.45,0.9,-0.06
0.966,0.59,0.26,0.24
0.986,0.59,0.26,0.24
0.991,0.59,0.26,0.24
0.993,0.59,0.26,0.24
1.04,2.15,0.21,0.39
1.045,2.15,0.21,0.39
1.048,2.15,0.21,0.39
1.087,2.4,-0.16,-0.25
1.118,2.4,-0.16,-0.25
1.139,2.4,-0.16,-0.25
1.149,1.89,-0.9,-2.19
1.163,1.89,-0.9,-2.19
1.164,1.89,-0.9,-2.19
1.169,1.89,-0.9,-2.19
1.208,0.1,-0.2,-6.18
1.223,0.1,-0.2,-6.18
1.225,0.1,-0.2,-6.18
1.267,4.2,-0.59,-4.51
1.287,4.2,-0.59,-4.51
1.289,4.2,-0.59,-4.51
1.342,4.38,-0.29,-2.4
1.345,4.38,-0.29,-2.4
1.347,4.38,-0.29,-2.4
1.349,4.38,-0.29,-2.4
1.387,-3.45,-0.01,-1.48
1.41,-3.45,-0.01,-1.48
1.419,-3.45,-0.01,-1.48
1.454,11.94,1.65,6.97
1.463,11.94,1.65,6.97
1.467,11.94,1.65,6.97
1.507,2.04,-0.64,0.97
1.526,2.04,-0.64,0.97
1.538,2.04,-0.64,0.97
1.541,2.04,-0.64,0.97
1.571,-4.35,-0.92,-1.17
1.584,-4.35,-0.92,-1.17
1.588,-4.35,-0.92,-1.17
1.636,2.11,0.69,1.36
1.643,2.11,0.69,1.36
1.645,2.11,0.69,1.36
1.69,-1.16,0.1,-0.36
1.707,-1.16,0.1,-0.36
1.714,-1.16,0.1,-0.36
1.719,-1.16,0.1,-0.36
1.757,-1.06,0.12,0.01
1.764,-1.06,0.12,0.01
1.765,-1.06,0.12,0.01
1.806,0.65,0.5,-0.25
1.824,0.65,0.5,-0.25
1.828,0.65,0.5,-0.25
1.869,1.22,0.38,-0.04
1.884,1.22,0.38,-0.04
1.886,1.22,0.38,-0.04
1.893,1.22,0.38,-0.04
1.934,0.77,0.33,-0.01
1.949,0.77,0.33,-0.01
1.951,0.77,0.33,-0.01
1.986,1.02,0.22,0.37
2.008,1.02,0.22,0.37
2.01,1.02,0.22,0.37
2.055,1.22,0.65,0.82
2.066,1.22,0.65,0.82
2.071,1.22,0.65,0.82
2.073,1.22,0.65,0.82
2.107,1.25,0.76,2.37
2.129,1.25,0.76,2.37
2.137,1.25,0.76,2.37
2.192,-0.75,0.63,0.4
2.198,-0.75,0.63,0.4
2.201,-0.75,0.63,0.4
2.239,-0.39,0.67,-1.75
2.249,-0.39,0.67,-1.75
2.254,-0.39,0.67,-1.75
2.257,-0.39,0.67,-1.75
2.287,2.49,5.72,3.22
2.304,2.49,5.72,3.22
2.306,2.49,5.72,3.22
2.368,1.7,1.95,1.08
2.371,1.7,1.95,1.08
2.373,1.7,1.95,1.08
2.408,-1.33,1.01,-0.22
2.429,-1.33,1.01,-0.22
2.433,-1.33,1.01,-0.22
2.435,-1.33,1.01,-0.22
2.474,3.66,-3.04,4.01
2.483,3.66,-3.04,4.01
2.485,3.66,-3.04,4.01
2.541,-0.85,-2.48,-0.11
2.553,-0.85,-2.48,-0.11
2.558,-0.85,-2.48,-0.11
2.588,-3.02,-0.74,-1.61
