time,ax,ay,az
0.035,-0.1,-0.35,-0.18
0.037,-0.1,-0.35,-0.18
0.039,0.24,0.03,0.11
0.078,0.24,0.03,0.11
0.088,0.24,0.03,0.11
0.093,0.05,0.2,-0.41
0.136,0.05,0.2,-0.41
0.138,0.05,0.2,-0.41
0.139,0.05,0.2,-0.41
0.164,-0.04,-0.05,-0.01
0.193,-0.04,-0.05,-0.01
0.196,-0.04,-0.05,-0.01
0.239,-0.07,-0.05,0.1
0.253,-0.07,-0.05,0.1
0.255,-0.07,-0.05,0.1
0.297,0.27,-0.09,-0.22
0.345,0.27,-0.09,-0.22
0.349,0.27,-0.09,-0.22
0.351,0.27,-0.09,-0.22
0.353,1.62,0.57,0.21
0.387,1.62,0.57,0.21
0.389,1.62,0.57,0.21
0.4,-0.18,-0.06,-0.01
0.429,-0.18,-0.06,-0.01
0.432,-0.18,-0.06,-0.01
0.452,-0.31,0.11,-0.17
0.503,-0.31,0.11,-0.17
0.508,-0.31,0.11,-0.17
0.511,-0.31,0.11,-0.17
0.514,-0.1,-0.01,-0.26
0.575,-0.1,-0.01,-0.26
0.578,-0.1,-0.01,-0.26
0.581,0.09,-0.07,0
0.62,0.09,-0.07,0
0.623,0.09,-0.07,0
0.631,0.01,-0.12,0.16
0.669,0.01,-0.12,0.16
0.672,0.01,-0.12,0.16
0.674,0.01,-0.12,0.16
0.715,-0.05,-0.08,0.03
0.729,-0.05,-0.08,0.03
0.73,-0.05,-0.08,0.03
0.789,-0.21,-0.06,-0.08
0.794,-0.21,-0.06,-0.08
0.796,-0.21,-0.06,-0.08
0.815,0.48,-0.45,-0.17
0.849,0.48,-0.45,-0.17
0.851,0.48,-0.45,-0.17
0.854,0.48,-0.45,-0.17
0.923,-0.41,-0.44,1.02
0.925,-0.41,-0.44,1.02
0.927,-0.41,-0.44,1.02
0.933,-2.67,-2.05,2.01
0.982,-2.67,-2.05,2.01
0.987,-2.67,-2.05,2.01
0.992,0.2,-0.12,1.42
1.04,0.2,-0.12,1.42
1.044,0.2,-0.12,1.42
1.047,0.2,-0.12,1.42
1.121,-0.68,-0.75,-0.28
1.13,-0.68,-0.75,-0.28
1.137,-0.68,-0.75,-0.28
1.143,0.51,-1.65,-2
1.151,0.51,-1.65,-2
1.155,0.51,-1.65,-2
1.195,-4.12,11.29,-3.4
1.254,-4.12,11.29,-3.4
1.256,-4.12,11.29,-3.4
1.258,-4.12,11.29,-3.4
1.26,9.27,1.27,-1.88
1.292,9.27,1.27,-1.88
1.296,9.27,1.27,-1.88
1.299,-0.97,0.13,-3.89
1.33,-0.97,0.13,-3.89
1.334,-0.97,0.13,-3.89
1.418,2.18,1.15,-1.18
1.425,2.18,1.15,-1.18
1.428,2.18,1.15,-1.18
1.43,2.18,1.15,-1.18
1.432,-1.44,0.01,-0.53
1.45,-1.44,0.01,-0.53
1.455,-1.44,0.01,-0.53
1.483,-1.03,-0.35,0.63
1.57,-1.03,-0.35,0.63
1.575,-1.03,-0.35,0.63
1.578,-0.59,-0.12,0.12
1.581,-0.59,-0.12,0.12
1.585,-0.59,-0.12,0.12
1.594,-0.59,-0.12,0.12
1.597,-0.8,0.97,0.18
1.635,-0.8,0.97,0.18
1.648,-0.8,0.97,0.18
1.653,-5.2,4.35,1.22
1.697,-5.2,4.35,1.22
1.7,-5.2,4.35,1.22
1.735,1.48,1.39,-1.07
1.749,1.48,1.39,-1.07
1.751,1.48,1.39,-1.07
1.755,1.48,1.39,-1.07
1.778,-1.15,-3.4,3.24
1.819,-1.15,-3.4,3.24
1.822,-1.15,-3.4,3.24
1.833,0.59,-3.63,0.71
1.941,0.59,-3.63,0.71
1.944,0.59,-3.63,0.71
1.945,0.8,-3.4,-0.46
1.947,0.8,-3.4,-0.46
1.949,0.8,-3.4,-0.46
1.95,0.8,-3.4,-0.46
2.003,3.36,2.62,-6.2
2.006,3.36,2.62,-6.2
2.008,3.36,2.62,-6.2
2.015,3.32,0.73,-5.26
2.09,3.32,0.73,-5.26
2.092,3.32,0.73,-5.26
2.094,-5.89,-5.82,17.42
2.129,-5.89,-5.82,17.42
2.134,-5.89,-5.82,17.42
2.135,-5.89,-5.82,17.42
2.139,7.41,2.6,6.35
2.182,7.41,2.6,6.35
2.185,7.41,2.6,6.35
2.195,-1.61,0.25,2.69
2.232,-1.61,0.25,2.69
2.234,-1.61,0.25,2.69
2.278,-1.11,0.18,0.16
2.296,-1.11,0.18,0.16
2.3,-1.11,0.18,0.16
2.303,-1.11,0.18,0.16
2.328,-0.6,0.25,1.43
2.387,-0.6,0.25,1.43
2.39,-0.6,0.25,1.43
2.393,-0.75,0.16,0.53
2.412,-0.75,0.16,0.53
2.414,-0.75,0.16,0.53
2.443,-0.99,0.15,0.83
2.488,-0.99,0.15,0.83
2.49,-0.99,0.15,0.83
2.492,-0.99,0.15,0.83
2.495,-0.44,0.52,0.49
2.548,-0.44,0.52,0.49
2.552,-0.44,0.52,0.49
2.556,-1.38,1.43,0.06
2.625,-1.38,1.43,0.06
2.635,-1.38,1.43,0.06
2.638,-2.89,3.22,0.07
2.655,-2.89,3.22,0.07
2.661,-2.89,3.22,0.07
2.663,-2.89,3.22,0.07
2.703,-4.55,6.33,0.88
2.776,-4.55,6.33,0.88
2.784,-4.55,6.33,0.88
2.789,-2.16,6.72,-3.58
2.793,-2.16,6.72,-3.58
2.795,-2.16,6.72,-3.58
2.798,-2.23,-4.59,-7.45
2.834,-2.23,-4.59,-7.45
2.837,-2.23,-4.59,-7.45
2.838,-2.23,-4.59,-7.45
2.898,-0.04,-4.69,-0.34
2.902,-0.04,-4.69,-0.34
2.905,-0.04,-4.69,-0.34
2.967,3.39,-5.41,-2.02
2.97,3.39,-5.41,-2.02
2.978,3.39,-5.41,-2.02
2.981,2.77,-2.5,-1.25
3.068,2.77,-2.5,-1.25
3.073,2.77,-2.5,-1.25
3.077,2.77,-2.5,-1.25
3.079,5.93,6.06,-4.03
3.08,5.93,6.06,-4.03
3.082,5.93,6.06,-4.03
3.122,10.58,-2.66,-3.84
3.149,10.58,-2.66,-3.84
3.153,10.58,-2.66,-3.84
3.156,6.74,-1.42,-2.55
3.228,6.74,-1.42,-2.55
3.232,6.74,-1.42,-2.55
3.234,6.74,-1.42,-2.55
3.236,14.3,1.65,9.68
3.251,14.3,1.65,9.68
3.255,14.3,1.65,9.68
3.282,-0.82,4.21,-3.36
3.333,-0.82,4.21,-3.36
3.336,-0.82,4.21,-3.36
3.337,-1.19,1.36,2.14
3.371,-1.19,1.36,2.14
3.374,-1.19,1.36,2.14
3.377,-1.19,1.36,2.14
3.412,-2.03,1.13,1.41
3.445,-2.03,1.13,1.41
3.449,-2.03,1.13,1.41
3.454,-2.73,0.09,1.29
3.503,-2.73,0.09,1.29
3.506,-2.73,0.09,1.29
3.515,-4.1,0.21,1.65
3.551,-4.1,0.21,1.65
3.554,-4.1,0.21,1.65
3.556,-4.1,0.21,1.65
3.618,-2.51,3.39,3.38
3.627,-2.51,3.39,3.38
3.631,-2.51,3.39,3.38
3.636,-10.82,12.39,-0.16
3.694,-10.82,12.39,-0.16
3.698,-10.82,12.39,-0.16
3.7,-14.26,3.11,-7.79
3.758,-14.26,3.11,-7.79
3.762,-14.26,3.11,-7.79
3.764,-14.26,3.11,-7.79
3.767,3.33,-1.41,2.48
3.799,3.33,-1.41,2.48
3.803,3.33,-1.41,2.48
3.865,-1.96,-4.72,-6.38
3.868,-1.96,-4.72,-6.38
3.87,-1.96,-4.72,-6.38
3.875,4.99,-2.16,-4.31
3.99,4.99,-2.16,-4.31
4.004,4.99,-2.16,-4.31
4.011,4.99,-2.16,-4.31
4.015,7.65,8.03,-6.3
4.016,7.65,8.03,-6.3
4.018,7.65,8.03,-6.3
4.019,13.74,5.4,-7.93
4.048,13.74,5.4,-7.93
4.053,13.74,5.4,-7.93
4.058,17.59,3.43,-2.36
4.092,17.59,3.43,-2.36
4.094,17.59,3.43,-2.36
4.096,17.59,3.43,-2.36
4.153,32.48,-12.05,-3.07
4.16,32.48,-12.05,-3.07
4.169,32.48,-12.05,-3.07
4.177,-4.22,-2.46,0.59
4.214,-4.22,-2.46,0.59
4.217,-4.22,-2.46,0.59
4.239,4.84,2.2,4.11
4.294,4.84,2.2,4.11
4.298,4.84,2.2,4.11
4.3,4.84,2.2,4.11
4.301,-0.93,1.49,2.35
4.333,-0.93,1.49,2.35
4.337,-0.93,1.49,2.35
4.388,0.16,0.11,1.72
4.393,0.16,0.11,1.72
4.394,0.16,0.11,1.72
4.443,-0.9,0.75,3.3
4.496,-0.9,0.75,3.3
4.499,-0.9,0.75,3.3
4.501,-0.9,0.75,3.3
4.503,-3.36,1.93,2.43
4.519,-3.36,1.93,2.43
4.522,-3.36,1.93,2.43
4.554,-4.43,4.54,1.07
4.606,-4.43,4.54,1.07
4.608,-4.43,4.54,1.07
4.61,-5.89,2.57,0.73
4.662,-5.89,2.57,0.73
4.675,-5.89,2.57,0.73
4.677,-5.89,2.57,0.73
4.678,5.56,2.88,-2.98
4.735,5.56,2.88,-2.98
4.745,5.56,2.88,-2.98
4.749,-0.15,-0.93,1.38
4.755,-0.15,-0.93,1.38
4.76,-0.15,-0.93,1.38
4.792,-0.41,-4.36,-0.38
4.836,-0.41,-4.36,-0.38
4.838,-0.41,-4.36,-0.38
4.84,-0.41,-4.36,-0.38
4.842,2.5,-3.27,-0.51
4.874,2.5,-3.27,-0.51
4.877,2.5,-3.27,-0.51
4.941,5.07,8.27,-4.41
4.952,5.07,8.27,-4.41
4.955,5.07,8.27,-4.41
4.957,15.99,2.97,-10.85
4.992,15.99,2.97,-10.85
4.995,15.99,2.97,-10.85
4.997,15.99,2.97,-10.85
5.066,9.64,1.64,-5.92
5.076,9.64,1.64,-5.92
5.078,9.64,1.64,-5.92
5.081,19.09,-13.4,-1.64
5.114,19.09,-13.4,-1.64
5.118,19.09,-13.4,-1.64
5.143,-4.29,-3.67,1.12
5.221,-4.29,-3.67,1.12
5.224,-4.29,-3.67,1.12
5.226,-4.29,-3.67,1.12
5.228,3.23,2.16,1.39
5.236,3.23,2.16,1.39
5.238,3.23,2.16,1.39
5.273,-3.72,0.61,0.37
5.327,-3.72,0.61,0.37
5.33,-3.72,0.61,0.37
5.332,-2.31,-0.54,0.57
5.373,-2.31,-0.54,0.57
5.382,-2.31,-0.54,0.57
5.385,-2.31,-0.54,0.57
5.387,-1.42,0.86,1.56
5.461,-1.42,0.86,1.56
5.465,-1.42,0.86,1.56
5.467,-6.22,2.73,2.24
5.476,-6.22,2.73,2.24
5.479,-6.22,2.73,2.24
5.512,-7.52,12.21,2.96
5.576,-7.52,12.21,2.96
5.579,-7.52,12.21,2.96
5.581,-7.52,12.21,2.96
5.583,-5.53,5.72,-7.96
5.609,-5.53,5.72,-7.96
5.616,-5.53,5.72,-7.96
5.618,10.91,2.9,-1.45
5.665,10.91,2.9,-1.45
5.667,10.91,2.9,-1.45
5.692,-2.91,-5.71,-1.95
5.757,-2.91,-5.71,-1.95
5.759,-2.91,-5.71,-1.95
5.761,-2.91,-5.71,-1.95
5.762,1.37,-5.44,-2.58
5.787,1.37,-5.44,-2.58
5.789,1.37,-5.44,-2.58
5.796,4.99,1.64,-4.87
5.842,4.99,1.64,-4.87
5.845,4.99,1.64,-4.87
5.86,9.18,3.79,-3.46
5.895,9.18,3.79,-3.46
5.898,9.18,3.79,-3.46
5.9,9.18,3.79,-3.46
5.973,-7.18,-6.49,-4.67
5.978,-7.18,-6.49,-4.67
5.98,-7.18,-6.49,-4.67
5.983,23.38,31.2,8.16
6.033,23.38,31.2,8.16
6.04,23.38,31.2,8.16
6.044,-1.3,9.35,7.99
6.082,-1.3,9.35,7.99
6.086,-1.3,9.35,7.99
6.088,-1.3,9.35,7.99
6.157,5.86,4.06,3.89
6.16,5.86,4.06,3.89
6.162,5.86,4.06,3.89
6.164,0.62,0.36,1
6.209,0.62,0.36,1
6.212,0.62,0.36,1
6.217,-0.87,0.08,1.24
6.281,-0.87,0.08,1.24
6.284,-0.87,0.08,1.24
6.286,-0.87,0.08,1.24
6.29,0.32,0.57,1.4
6.314,0.32,0.57,1.4
6.317,0.32,0.57,1.4
6.387,0.25,1.16,1.28
6.394,0.25,1.16,1.28
6.396,0.25,1.16,1.28
6.398,-4.62,2.55,2.37
6.436,-4.62,2.55,2.37
6.438,-4.62,2.55,2.37
6.443,-4.62,2.55,2.37
6.466,-1.48,3.13,2.9
6.512,-1.48,3.13,2.9
6.514,-1.48,3.13,2.9
6.517,-6.93,5.22,2.71
6.559,-6.93,5.22,2.71
6.561,-6.93,5.22,2.71
6.651,-3.15,6.74,-4.15
6.655,-3.15,6.74,-4.15
6.657,-3.15,6.74,-4.15
6.659,-3.15,6.74,-4.15
6.661,-0.2,-2.74,3.66
6.697,-0.2,-2.74,3.66
6.7,-0.2,-2.74,3.66
6.702,0.02,-4.88,2.14
6.818,0.02,-4.88,2.14
6.828,0.02,-4.88,2.14
6.834,0.88,-4.57,-0.29
6.837,0.88,-4.57,-0.29
6.84,0.88,-4.57,-0.29
6.845,0.88,-4.57,-0.29
6.848,4.39,2.29,-2.14
6.857,4.39,2.29,-2.14
6.864,4.39,2.29,-2.14
6.903,5.37,5.97,-4.39
6.986,5.37,5.97,-4.39
6.988,5.37,5.97,-4.39
6.99,4.78,-2.72,-4.08
6.993,4.78,-2.72,-4.08
6.995,4.78,-2.72,-4.08
6.997,4.78,-2.72,-4.08
7.018,-1.27,11.01,-15.89
7.07,-1.27,11.01,-15.89
7.073,-1.27,11.01,-15.89
7.079,5.45,7.67,0.29
7.104,5.45,7.67,0.29
7.106,5.45,7.67,0.29
7.189,1.59,2.55,0.96
7.192,1.59,2.55,0.96
7.198,1.59,2.55,0.96
7.2,1.59,2.55,0.96
7.202,-3.24,0.4,1.1
7.227,-3.24,0.4,1.1
7.229,-3.24,0.4,1.1
7.239,-1.44,0.24,1.11
7.292,-1.44,0.24,1.11
